frame_id,player_id,timestamp_s,x1,y1,x2,y2,cx,cy,w,h,confidence
90,6,2.967,1091,0,1280,198,1185,99,188,198,0.88
91,1,3.0,563,291,787,598,675,444,223,306,0.85
91,2,3.0,1060,157,1227,413,1143,285,166,255,0.86
91,3,3.0,808,369,1018,624,913,497,209,255,0.86
91,4,3.0,313,256,423,504,368,380,110,248,0.86
91,6,3.0,1095,0,1280,191,1187,96,184,190,0.88
92,1,3.033,569,292,780,585,674,439,210,292,0.85
92,2,3.033,1056,150,1223,395,1139,273,166,244,0.85
92,3,3.033,784,365,995,626,890,496,211,260,0.82
92,4,3.033,325,265,448,522,387,393,123,257,0.88
92,6,3.033,1096,0,1280,198,1188,99,183,197,0.85
93,1,3.067,560,296,764,582,662,439,204,286,0.84
93,2,3.067,1045,148,1215,390,1130,269,169,241,0.84
93,3,3.067,759,363,966,625,863,494,207,261,0.84
93,4,3.067,343,273,474,528,409,400,131,255,0.85
93,6,3.067,1087,0,1280,211,1183,105,192,211,0.84
94,1,3.1,557,297,758,581,657,439,201,283,0.84
94,2,3.1,1039,148,1213,389,1126,268,173,240,0.84
94,3,3.1,752,363,954,624,853,494,202,261,0.84
94,4,3.1,346,276,486,530,416,403,139,254,0.85
94,6,3.1,1084,0,1280,216,1182,108,195,216,0.84
95,1,3.133,545,295,748,585,647,440,202,290,0.84
95,2,3.133,1027,150,1203,393,1115,271,175,243,0.82
95,3,3.133,736,360,936,624,836,492,200,264,0.85
95,4,3.133,361,281,511,538,436,410,150,257,0.86
95,6,3.133,1071,0,1280,219,1175,110,208,219,0.85
96,1,3.167,539,306,731,591,635,448,191,284,0.8
96,2,3.167,1004,155,1175,397,1090,276,170,241,0.8
96,3,3.167,718,357,920,625,819,491,202,268,0.85
96,4,3.167,376,278,539,542,458,410,163,263,0.88
96,6,3.167,1054,1,1265,227,1159,114,211,225,0.86
97,1,3.2,526,312,710,596,618,454,184,284,0.84
97,2,3.2,980,158,1149,397,1064,278,169,238,0.84
97,3,3.2,694,356,899,624,797,490,205,268,0.88
97,4,3.2,392,271,567,542,479,407,175,271,0.78
97,6,3.2,1048,4,1258,231,1153,118,209,226,0.86
97,9,3.2,615,251,657,286,636,269,41,35,0.77
98,1,3.233,526,316,707,601,616,458,181,285,0.81
98,2,3.233,965,160,1138,401,1052,280,173,240,0.86
98,3,3.233,673,355,879,618,776,486,206,263,0.86
98,4,3.233,406,258,595,545,501,402,188,287,0.86
98,6,3.233,1045,9,1254,237,1149,123,208,228,0.85
98,9,3.233,619,239,658,272,638,256,38,33,0.68
99,1,3.267,523,312,708,604,615,458,185,292,0.84
99,2,3.267,954,162,1129,396,1042,279,174,234,0.86
99,3,3.267,653,353,862,615,757,484,209,262,0.83
99,4,3.267,427,251,615,535,521,393,188,284,0.7
99,6,3.267,1037,15,1248,247,1143,131,210,232,0.87
99,9,3.267,623,225,660,257,641,241,37,32,0.66
100,1,3.3,522,311,708,605,615,458,185,293,0.84
100,2,3.3,950,163,1127,394,1038,279,177,231,0.86
100,3,3.3,645,353,857,614,751,483,212,261,0.83
100,4,3.3,435,248,623,529,529,388,187,281,0.7
100,6,3.3,1035,17,1245,251,1140,134,210,234,0.87
100,9,3.3,624,221,661,253,642,237,37,31,0.66
101,1,3.333,510,307,698,602,604,455,187,294,0.64
101,2,3.333,936,167,1117,398,1026,282,181,230,0.88
101,3,3.333,630,353,843,615,737,484,212,261,0.77
101,4,3.333,475,252,645,507,560,379,170,254,0.64
101,6,3.333,1029,25,1238,261,1133,143,208,236,0.77
101,9,3.333,625,213,663,245,644,229,38,32,0.66
102,1,3.367,497,289,693,601,595,445,196,311,0.83
102,2,3.367,918,169,1101,403,1010,286,183,234,0.84
102,3,3.367,621,353,829,614,725,484,208,260,0.79
102,6,3.367,1011,35,1210,269,1110,152,199,234,0.79
102,9,3.367,624,203,666,240,645,221,42,36,0.71
103,1,3.4,475,315,653,605,564,460,177,290,0.78
103,2,3.4,892,170,1073,407,983,289,180,236,0.83
103,3,3.4,618,352,825,617,721,484,207,264,0.81
103,4,3.4,527,293,699,552,613,422,171,259,0.63
103,6,3.4,991,49,1184,278,1087,163,192,229,0.86
103,9,3.4,624,199,668,238,646,219,44,38,0.72
104,1,3.433,459,330,624,600,541,465,164,270,0.81
104,2,3.433,869,171,1047,411,958,291,177,240,0.83
104,3,3.433,612,347,824,623,718,485,212,275,0.79
104,4,3.433,547,312,720,576,633,444,172,264,0.67
104,6,3.433,981,60,1171,287,1076,173,189,227,0.86
104,9,3.433,624,201,669,241,646,221,45,40,0.71
105,1,3.467,454,344,616,612,535,478,162,268,0.84
105,2,3.467,858,177,1033,419,946,298,174,241,0.81
105,3,3.467,601,349,816,629,709,489,215,279,0.81
105,6,3.467,976,75,1162,295,1069,185,186,220,0.87
106,1,3.5,453,348,614,616,534,482,160,268,0.84
106,2,3.5,856,179,1027,421,941,300,171,242,0.81
106,3,3.5,597,350,814,631,705,491,216,281,0.81
106,6,3.5,973,80,1159,298,1066,189,185,218,0.87
106,10,3.5,633,213,660,257,646,235,26,43,0.74
107,1,3.533,457,360,615,622,536,491,158,262,0.82
107,2,3.533,835,189,1007,429,921,309,171,240,0.84
107,3,3.533,585,353,807,639,696,496,221,285,0.69
107,6,3.533,961,95,1149,314,1055,205,187,219,0.87
107,10,3.533,631,224,659,269,645,247,28,45,0.76
108,1,3.567,443,376,605,641,524,509,161,265,0.82
108,2,3.567,810,200,983,438,896,319,172,237,0.86
108,3,3.567,535,391,742,659,638,525,206,268,0.79
108,4,3.567,634,361,792,604,713,482,158,242,0.56
108,6,3.567,947,117,1136,340,1041,229,189,222,0.84
108,10,3.567,629,241,658,286,644,263,28,45,0.75
109,1,3.6,420,392,587,662,503,527,167,269,0.72
109,2,3.6,795,214,965,450,880,332,169,235,0.85
109,3,3.6,513,414,714,675,614,544,201,261,0.78
109,4,3.6,646,370,802,620,724,495,156,249,0.79
109,6,3.6,926,137,1114,364,1020,251,187,226,0.83
109,10,3.6,629,259,657,304,643,282,27,44,0.71
110,1,3.633,412,408,587,684,500,546,175,275,0.68
110,2,3.633,781,227,948,466,864,347,166,238,0.81
110,3,3.633,489,424,693,690,591,557,203,265,0.74
110,4,3.633,656,382,814,645,735,513,157,262,0.78
110,6,3.633,905,157,1085,382,995,269,180,225,0.81
110,10,3.633,632,280,657,318,645,299,24,38,0.59
111,1,3.667,406,421,585,700,495,561,179,279,0.64
111,2,3.667,771,235,931,475,851,355,160,239,0.84
111,3,3.667,480,429,685,698,582,564,205,269,0.83
111,4,3.667,675,393,829,665,752,529,154,271,0.81
111,6,3.667,896,172,1069,393,982,283,173,221,0.85
111,10,3.667,636,298,658,331,647,314,21,33,0.64
112,1,3.7,404,425,586,707,495,566,181,281,0.64
112,2,3.7,769,238,924,478,846,358,155,239,0.84
112,3,3.7,477,431,682,702,579,566,205,270,0.83
112,4,3.7,684,397,832,672,758,534,148,275,0.81
112,6,3.7,893,177,1063,397,978,287,169,220,0.85
113,1,3.733,388,430,567,712,478,571,178,281,0.83
113,2,3.733,765,239,917,479,841,359,152,240,0.79
113,3,3.733,474,430,679,701,577,565,205,271,0.85
113,4,3.733,705,399,850,679,778,539,145,280,0.8
113,6,3.733,891,186,1056,400,973,293,165,213,0.87
113,10,3.733,642,317,662,346,652,331,19,28,0.71
114,1,3.767,369,432,540,714,455,573,171,281,0.81
114,2,3.767,762,238,912,472,837,355,150,233,0.84
114,3,3.767,477,429,676,688,577,558,198,258,0.85
114,4,3.767,733,404,874,685,804,544,141,280,0.79
114,6,3.767,885,193,1047,399,966,296,162,206,0.86
114,10,3.767,648,328,669,358,659,343,20,30,0.55
115,1,3.8,362,434,529,714,445,574,167,280,0.82
115,2,3.8,760,235,907,459,834,347,147,223,0.82
115,3,3.8,479,428,679,683,579,556,200,255,0.85
115,4,3.8,768,413,903,688,835,550,135,274,0.78
115,6,3.8,878,199,1039,399,959,299,160,200,0.8
115,10,3.8,656,341,677,371,666,356,21,30,0.58
116,1,3.833,356,435,520,711,438,573,163,275,0.85
116,2,3.833,748,234,893,455,821,345,144,221,0.82
116,3,3.833,473,428,680,692,577,560,207,263,0.83
116,4,3.833,795,420,924,690,859,555,128,270,0.81
116,6,3.833,864,203,1028,410,946,307,163,206,0.72
116,10,3.833,664,356,686,387,675,371,22,30,0.51
117,1,3.867,352,435,513,702,433,568,161,266,0.86
117,2,3.867,748,232,891,457,819,344,142,224,0.81
117,3,3.867,472,430,675,690,574,560,202,259,0.82
117,4,3.867,826,426,950,693,888,560,123,267,0.82
117,6,3.867,846,207,1008,417,927,312,161,210,0.83
118,1,3.9,349,435,512,698,431,566,162,263,0.86
118,2,3.9,749,231,889,457,819,344,140,225,0.81
118,3,3.9,473,431,673,689,573,560,200,258,0.82
118,4,3.9,838,428,958,694,898,561,119,266,0.82
118,6,3.9,841,208,1000,420,920,314,158,212,0.83
118,10,3.9,673,375,698,409,686,392,24,33,0.38
119,1,3.933,348,442,512,701,430,572,163,259,0.86
119,2,3.933,746,231,885,461,816,346,138,229,0.83
119,3,3.933,465,436,660,691,562,564,194,254,0.72
119,4,3.933,858,431,977,697,917,564,118,265,0.85
119,6,3.933,829,209,985,424,907,317,155,214,0.84
120,1,3.967,346,451,497,687,422,569,151,235,0.81
120,2,3.967,743,232,879,460,811,346,135,228,0.84
120,3,3.967,459,442,651,703,555,573,192,260,0.83
120,4,3.967,879,435,999,704,939,569,120,269,0.86
120,6,3.967,826,211,982,429,904,320,155,217,0.82
121,1,4.0,314,460,465,698,389,579,150,238,0.73
121,2,4.0,739,233,876,464,807,348,136,231,0.86
121,3,4.0,449,449,635,711,542,580,185,262,0.86
121,4,4.0,901,435,1023,712,962,573,122,276,0.85
121,6,4.0,826,216,979,428,902,322,152,211,0.82
122,1,4.033,294,472,442,710,368,591,147,238,0.84
122,2,4.033,740,235,875,465,808,350,135,229,0.84
122,3,4.033,442,454,623,717,532,586,180,262,0.84
122,4,4.033,926,437,1049,718,988,578,122,281,0.86
122,6,4.033,823,223,969,420,896,321,146,196,0.79
123,1,4.067,281,477,428,717,355,597,146,239,0.85
123,2,4.067,739,241,871,463,805,352,132,222,0.83
123,3,4.067,434,457,614,720,524,588,179,262,0.86
123,4,4.067,949,442,1070,720,1009,581,121,277,0.87
123,6,4.067,814,231,955,419,884,325,140,188,0.82
124,1,4.1,277,479,423,719,350,599,145,240,0.86
124,2,4.1,739,243,871,462,805,353,131,219,0.83
124,3,4.1,432,458,610,720,521,589,177,261,0.86
124,4,4.1,957,443,1077,720,1017,581,120,276,0.87
124,6,4.1,810,234,950,420,880,327,140,185,0.82
125,1,4.133,273,484,416,720,344,602,143,235,0.84
125,2,4.133,732,250,861,464,797,357,128,214,0.83
125,3,4.133,428,461,605,720,517,590,176,258,0.88
125,4,4.133,973,448,1091,720,1032,584,118,271,0.87
125,6,4.133,801,241,937,422,869,332,136,180,0.81
126,1,4.167,277,490,415,718,346,604,138,228,0.83
126,2,4.167,736,258,860,465,798,361,124,207,0.8
126,3,4.167,423,471,597,720,510,595,173,248,0.83
126,4,4.167,995,456,1110,720,1053,588,114,263,0.86
126,6,4.167,783,253,925,447,854,350,142,194,0.6
127,1,4.2,276,497,412,718,344,608,135,221,0.83
127,2,4.2,734,263,858,471,796,367,124,208,0.78
127,3,4.2,420,485,586,720,503,602,166,234,0.81
127,4,4.2,1021,468,1131,720,1076,594,110,251,0.88
127,6,4.2,768,263,911,458,840,360,143,195,0.56
128,1,4.233,276,508,408,718,342,613,131,210,0.83
128,3,4.233,412,495,572,720,492,607,159,224,0.8
128,4,4.233,1047,480,1153,720,1100,600,106,239,0.87
128,6,4.233,752,265,912,479,832,372,159,214,0.84
129,1,4.267,275,523,402,719,339,621,126,196,0.84
129,3,4.267,394,505,546,720,470,612,152,214,0.77
129,4,4.267,1072,501,1171,720,1121,610,99,218,0.82
129,6,4.267,753,269,922,492,838,381,169,222,0.82
130,1,4.3,275,528,401,720,338,624,126,191,0.84
130,3,4.3,388,508,537,720,463,614,149,211,0.77
130,4,4.3,1079,508,1178,720,1128,614,98,211,0.82
130,6,4.3,753,271,928,497,840,384,175,226,0.82
131,1,4.333,271,536,396,720,334,628,124,183,0.81
131,2,4.333,725,270,867,498,796,384,141,228,0.38
131,3,4.333,374,511,519,720,446,615,144,208,0.82
131,4,4.333,1096,520,1192,720,1144,620,95,199,0.79
131,6,4.333,744,273,928,501,836,387,183,228,0.76
132,1,4.367,267,543,391,720,329,631,123,176,0.82
132,2,4.367,720,274,866,501,793,387,146,226,0.75
132,3,4.367,355,515,492,719,424,617,136,203,0.83
132,4,4.367,1120,536,1211,720,1166,628,90,183,0.82
133,1,4.4,258,551,378,720,318,635,119,168,0.81
133,2,4.4,720,281,866,502,793,391,146,221,0.75
133,3,4.4,345,517,476,718,410,618,131,201,0.84
133,4,4.4,1139,546,1226,720,1183,633,87,173,0.82
134,1,4.433,253,554,371,719,312,636,117,164,0.77
134,2,4.433,720,283,867,504,793,393,146,221,0.79
134,3,4.433,338,523,464,719,401,621,126,195,0.84
134,4,4.433,1158,552,1245,720,1202,636,86,167,0.78
135,1,4.467,253,556,370,719,311,637,117,162,0.52
135,2,4.467,716,283,864,507,790,395,147,224,0.85
135,3,4.467,331,527,453,719,392,623,122,191,0.81
135,4,4.467,1174,558,1259,720,1216,639,85,161,0.8
136,1,4.5,253,556,371,719,312,638,117,162,0.52
136,2,4.5,715,283,862,508,789,396,147,225,0.85
136,3,4.5,329,528,449,719,389,624,120,190,0.81
136,4,4.5,1178,559,1264,720,1221,639,85,160,0.8
136,14,4.5,669,311,703,354,686,332,34,43,0.69
137,2,4.533,714,281,865,510,789,396,150,229,0.85
137,3,4.533,320,532,438,718,379,625,117,186,0.79
137,4,4.533,1186,562,1272,720,1229,641,86,157,0.82
138,2,4.567,712,276,870,514,791,395,157,237,0.8
138,3,4.567,294,541,410,718,352,629,115,177,0.56
138,4,4.567,1192,563,1278,720,1235,641,86,156,0.78
139,2,4.6,704,270,868,517,786,393,164,246,0.8
139,4,4.6,1199,567,1280,720,1239,643,80,152,0.78
140,2,4.633,686,264,857,520,772,392,170,256,0.84
140,4,4.633,1202,574,1280,720,1241,647,77,145,0.73
141,2,4.667,680,258,853,519,766,389,172,260,0.79
141,4,4.667,1205,577,1280,720,1242,648,74,142,0.72
142,2,4.7,678,256,851,518,764,387,173,261,0.79
142,4,4.7,1206,577,1280,719,1243,648,73,142,0.72
142,19,4.7,543,269,579,313,561,291,35,44,0.72
143,2,4.733,668,253,844,517,756,385,176,264,0.83
143,4,4.733,1210,569,1280,720,1245,644,69,150,0.64
144,2,4.767,655,251,830,513,743,382,175,261,0.72
144,4,4.767,1213,570,1280,720,1246,645,66,149,0.56
145,2,4.8,657,243,835,509,746,376,177,265,0.72
146,2,4.833,664,239,840,507,752,373,175,267,0.73
146,23,4.833,271,540,363,719,317,630,91,179,0.52
146,24,4.833,604,237,773,463,688,350,169,226,0.63
147,2,4.867,650,236,823,500,736,368,172,263,0.66
147,23,4.867,274,542,365,719,319,630,90,177,0.62
147,26,4.867,202,535,302,719,252,627,99,184,0.57
148,2,4.9,645,235,816,497,731,366,171,262,0.67
148,23,4.9,275,542,365,719,320,630,90,176,0.63
148,26,4.9,202,535,302,719,252,627,99,184,0.58
148,27,4.9,445,257,485,291,465,274,40,33,0.61
149,2,4.933,641,236,810,497,726,367,168,260,0.62
149,23,4.933,280,544,371,718,326,631,90,173,0.59
149,26,4.933,208,540,304,718,256,629,96,178,0.64
149,27,4.933,437,260,481,297,459,279,43,36,0.67
149,29,4.933,685,229,854,501,769,365,168,272,0.69
150,23,4.967,293,550,383,718,338,634,89,168,0.47
150,24,4.967,621,238,799,480,710,359,177,241,0.79
150,26,4.967,212,545,306,718,259,632,93,172,0.52
150,27,4.967,430,268,470,303,450,285,40,34,0.62
150,29,4.967,691,226,858,498,774,362,167,271,0.78
150,30,4.967,19,133,54,355,37,244,35,222,0.84
151,2,5.0,640,237,797,489,718,363,157,252,0.75
151,23,5.0,321,555,408,718,365,636,86,162,0.57
151,26,5.0,215,547,308,718,261,633,92,170,0.31
151,27,5.0,422,280,465,317,444,299,42,37,0.53
151,29,5.0,707,225,873,497,790,361,165,272,0.77
152,2,5.033,650,236,802,487,726,361,151,250,0.73
152,23,5.033,346,560,431,718,389,639,84,157,0.71
152,27,5.033,413,291,463,334,438,312,49,43,0.72
152,29,5.033,726,225,890,497,808,361,164,271,0.74
152,31,5.033,32,169,174,380,103,274,142,211,0.83
153,2,5.067,661,235,807,481,734,358,145,245,0.8
153,23,5.067,368,566,452,718,410,642,83,152,0.72
153,26,5.067,237,548,330,718,284,633,92,169,0.39
153,27,5.067,413,310,457,348,435,329,43,37,0.63
153,29,5.067,740,228,903,500,822,364,163,271,0.79
153,31,5.067,69,178,209,384,139,281,140,206,0.82
154,2,5.1,666,234,807,479,737,357,141,244,0.8
154,23,5.1,375,567,460,718,417,643,84,151,0.71
154,26,5.1,244,548,337,718,291,633,92,169,0.37
154,27,5.1,414,318,455,353,434,335,40,35,0.64
154,29,5.1,745,229,907,500,826,365,161,271,0.79
154,31,5.1,81,181,221,386,151,284,140,204,0.82
154,32,5.1,540,0,661,108,601,54,120,108,0.71
155,2,5.133,675,234,811,475,743,355,136,241,0.79
155,23,5.133,383,568,472,718,427,643,89,149,0.75
155,27,5.133,411,331,454,368,432,349,42,37,0.59
155,29,5.133,758,234,918,505,838,369,159,271,0.79
155,31,5.133,119,195,252,388,186,292,133,193,0.83
155,32,5.133,550,0,682,120,616,60,132,119,0.73
156,2,5.167,686,237,822,482,754,360,136,244,0.69
156,23,5.167,402,567,498,719,450,643,95,152,0.82
156,29,5.167,777,241,932,511,854,376,155,269,0.61
156,31,5.167,159,206,289,391,224,299,129,185,0.71
156,32,5.167,588,0,715,115,652,58,126,115,0.72
157,2,5.2,702,239,836,479,769,359,134,239,0.77
157,23,5.2,429,563,532,719,480,641,102,156,0.84
157,29,5.2,799,247,949,514,874,381,150,267,0.79
157,31,5.2,196,213,326,395,261,304,129,182,0.8
157,32,5.2,621,1,746,115,683,58,125,114,0.58
158,2,5.233,712,241,846,478,779,360,133,236,0.84
158,23,5.233,461,558,570,719,516,638,109,161,0.84
158,26,5.233,253,554,349,719,301,636,96,164,0.51
158,29,5.233,823,244,975,518,899,381,151,273,0.83
158,31,5.233,234,217,364,396,299,306,129,178,0.56
158,32,5.233,652,0,776,115,714,58,124,114,0.33
158,35,5.233,425,385,449,424,437,405,24,39,0.64
159,2,5.267,728,243,860,480,794,361,132,237,0.84
159,23,5.267,493,554,607,720,550,637,113,165,0.85
159,26,5.267,252,550,354,719,303,635,101,168,0.69
159,29,5.267,842,239,994,515,918,377,152,276,0.83
159,31,5.267,269,216,400,394,335,305,131,177,0.53
159,32,5.267,682,0,803,114,742,57,120,113,0.4
160,2,5.3,733,243,865,481,799,362,131,237,0.84
160,23,5.3,505,553,621,720,563,636,116,166,0.85
160,26,5.3,251,549,357,719,304,634,105,169,0.69
160,29,5.3,848,237,1001,514,925,375,153,277,0.83
160,31,5.3,279,216,412,393,346,305,133,177,0.53
160,32,5.3,692,0,810,113,751,57,118,112,0.36
160,37,5.3,429,364,467,411,448,387,38,46,0.44
160,38,5.3,248,215,364,397,306,306,115,181,0.43
161,2,5.333,741,242,872,483,807,362,131,240,0.84
161,23,5.333,527,548,647,720,587,634,120,171,0.85
161,26,5.333,255,546,366,719,311,632,110,173,0.78
161,29,5.333,865,233,1018,508,941,371,152,275,0.85
161,31,5.333,295,213,435,396,365,304,139,182,0.82
161,32,5.333,710,1,830,116,770,58,120,115,0.53
162,2,5.367,743,241,875,483,809,362,132,241,0.84
162,23,5.367,554,548,676,720,615,634,121,171,0.85
162,26,5.367,263,542,377,719,320,630,114,177,0.74
162,29,5.367,878,229,1029,498,954,363,150,268,0.84
162,31,5.367,309,211,450,394,379,303,140,183,0.82
162,32,5.367,727,1,855,126,791,63,128,124,0.71
163,2,5.4,739,240,874,481,806,360,135,240,0.82
163,23,5.4,579,551,699,719,639,635,120,168,0.84
163,26,5.4,277,541,391,718,334,630,113,177,0.57
163,29,5.4,888,227,1038,492,963,359,150,264,0.85
163,31,5.4,323,212,462,394,393,303,138,182,0.8
163,32,5.4,752,0,886,134,819,67,134,133,0.77
164,2,5.433,739,244,877,482,808,363,137,238,0.8
164,23,5.433,604,557,722,719,663,638,117,161,0.82
164,26,5.433,295,543,405,718,350,631,109,175,0.53
164,29,5.433,893,224,1044,490,968,357,150,265,0.83
164,31,5.433,346,219,480,396,413,308,134,177,0.78
164,32,5.433,776,0,919,146,847,73,143,145,0.75
165,2,5.467,743,251,886,489,815,370,143,237,0.86
165,23,5.467,630,565,744,719,687,642,114,154,0.84
165,26,5.467,301,551,407,719,354,635,105,168,0.47
165,29,5.467,904,224,1057,494,980,359,153,270,0.83
165,31,5.467,360,229,492,401,426,315,131,172,0.77
165,32,5.467,802,1,953,157,877,79,151,156,0.71
166,2,5.5,744,254,891,492,817,373,147,237,0.86
166,23,5.5,638,567,752,719,695,643,114,152,0.84
166,26,5.5,303,553,407,719,355,636,103,165,0.49
166,29,5.5,907,223,1061,495,984,359,154,272,0.83
166,31,5.5,365,232,496,403,430,318,131,170,0.77
166,32,5.5,812,1,965,162,889,81,152,161,0.7
167,2,5.533,751,263,904,502,827,382,152,239,0.86
167,23,5.533,656,573,769,720,713,646,112,146,0.83
167,29,5.533,919,228,1072,497,995,363,152,269,0.85
167,31,5.533,370,246,498,411,434,328,127,164,0.59
167,32,5.533,829,0,984,168,906,84,154,167,0.81
168,2,5.567,766,271,921,512,843,392,154,240,0.86
168,23,5.567,677,578,788,719,732,648,111,141,0.81
168,29,5.567,928,235,1078,500,1003,367,150,265,0.84
168,31,5.567,382,255,518,426,450,340,135,171,0.72
168,32,5.567,845,0,1003,177,924,89,158,176,0.8
169,2,5.6,775,278,934,524,854,401,158,245,0.86
169,23,5.6,700,585,808,719,754,652,108,134,0.81
169,29,5.6,932,244,1080,507,1006,375,147,262,0.84
169,31,5.6,396,267,536,439,466,353,140,172,0.7
169,32,5.6,863,0,1026,187,945,93,162,186,0.82
170,2,5.633,781,280,944,533,862,406,162,252,0.87
170,23,5.633,722,589,831,719,777,654,108,130,0.82
170,29,5.633,933,256,1079,516,1006,386,146,259,0.81
170,31,5.633,412,271,562,453,487,362,150,181,0.8
170,32,5.633,885,0,1050,195,967,97,164,194,0.8
171,2,5.667,787,278,954,539,871,409,167,261,0.85
171,23,5.667,742,593,851,719,797,656,109,126,0.81
171,29,5.667,941,266,1086,522,1013,394,145,255,0.82
171,31,5.667,429,274,587,463,508,369,157,189,0.8
171,32,5.667,903,1,1072,207,987,104,168,205,0.82
172,2,5.7,789,277,958,542,873,410,168,264,0.85
172,23,5.7,747,594,859,720,803,657,111,125,0.81
172,29,5.7,943,270,1089,525,1016,398,146,254,0.82
172,31,5.7,435,275,596,467,515,371,161,192,0.8
172,32,5.7,911,1,1078,211,994,106,167,210,0.82
172,43,5.7,0,262,51,516,25,389,51,254,0.81
173,2,5.733,796,275,965,541,881,408,168,265,0.84
173,23,5.733,762,597,873,719,818,658,111,121,0.8
173,29,5.733,951,277,1097,525,1024,401,146,248,0.83
173,31,5.733,444,273,609,470,526,371,164,197,0.85
173,32,5.733,923,1,1094,223,1009,112,171,221,0.83
173,43,5.733,12,263,65,519,38,391,53,256,0.84
174,2,5.767,809,272,979,540,894,406,169,267,0.85
174,23,5.767,778,600,891,719,835,659,112,118,0.8
174,29,5.767,961,282,1108,523,1035,402,146,241,0.82
174,31,5.767,457,274,619,471,538,372,162,197,0.82
174,32,5.767,939,1,1111,231,1025,116,172,229,0.82
174,43,5.767,26,262,81,520,54,391,55,257,0.88
175,2,5.8,825,266,988,523,906,394,163,256,0.83
175,23,5.8,795,603,909,719,852,661,113,115,0.78
175,29,5.8,974,281,1124,520,1049,401,150,239,0.84
175,31,5.8,468,276,626,472,547,374,158,196,0.81
175,32,5.8,957,2,1128,238,1042,120,171,236,0.82
